Loyalty Number,Enrollment Date,Cancellation Date,First_Activity,Last_Activity,Activity_Row_Count
772381,2013-05-01,,2017-01-01,2018-12-01,24.0
319433,2015-09-01,,2017-01-01,2018-12-01,24.0
582429,2013-08-01,2018-02-01,2017-01-01,2018-12-01,24.0
755362,2017-07-01,,2017-01-01,2018-12-01,24.0
616611,2013-08-01,2015-02-01,2017-01-01,2018-12-01,24.0
553089,2012-06-01,,2017-01-01,2018-12-01,24.0
983968,2016-12-01,,2017-01-01,2018-12-01,24.0
411204,2015-02-01,,2017-01-01,2018-12-01,24.0
347629,2017-06-01,,2017-01-01,2018-12-01,24.0
207860,2017-10-01,2018-06-01,2017-01-01,2018-12-01,24.0
485933,2012-09-01,,2017-01-01,2018-12-01,24.0
548126,2015-09-01,,2017-01-01,2018-12-01,24.0
907934,2013-04-01,,2017-01-01,2018-12-01,24.0
761694,2017-05-01,,2017-01-01,2018-12-01,24.0
728586,2018-04-01,,2018-02-01,2018-12-01,11.0
740407,2018-09-01,,2017-01-01,2018-12-01,24.0
185561,2013-03-01,,2017-01-01,2018-12-01,24.0
495912,2014-08-01,,2017-01-01,2018-12-01,24.0
527838,2014-09-01,,2017-01-01,2018-12-01,24.0
235709,2016-10-01,2018-12-01,2017-01-01,2018-12-01,24.0
777351,2013-03-01,,2017-01-01,2018-12-01,24.0
585793,2016-09-01,,2017-01-01,2018-12-01,24.0
383147,2015-11-01,,2017-01-01,2018-12-01,24.0
653890,2015-06-01,2016-02-01,2017-01-01,2018-12-01,24.0
475395,2017-09-01,2018-05-01,2017-01-01,2018-12-01,24.0
272250,2018-03-01,,2018-02-01,2018-12-01,11.0
690776,2015-05-01,,2017-01-01,2018-12-01,24.0
193147,2014-03-01,,2017-01-01,2018-12-01,24.0
477787,2018-01-01,,2017-01-01,2018-12-01,24.0
699739,2013-06-01,,2017-01-01,2018-12-01,24.0
102207,2012-05-01,,2017-01-01,2018-12-01,24.0
764578,2014-03-01,,2017-01-01,2018-12-01,24.0
570469,2012-06-01,,2017-01-01,2018-12-01,24.0
559005,2018-03-01,,2018-02-01,2018-12-01,11.0
890617,2013-06-01,,2017-01-01,2018-12-01,24.0
983199,2018-11-01,,2017-01-01,2018-12-01,24.0
663513,2014-08-01,,2017-01-01,2018-12-01,24.0
487726,2015-04-01,,2017-01-01,2018-12-01,24.0
255623,2015-09-01,2016-12-01,2017-01-01,2018-12-01,24.0
982501,2017-12-01,,2017-01-01,2018-12-01,24.0
517129,2013-09-01,2014-07-01,2017-01-01,2018-12-01,24.0
747655,2012-04-01,,2017-01-01,2018-12-01,24.0
190561,2012-07-01,,2017-01-01,2018-12-01,24.0
997653,2016-10-01,2017-06-01,2017-01-01,2018-12-01,24.0
305150,2013-05-01,,2017-01-01,2018-12-01,24.0
918053,2014-03-01,,2017-01-01,2018-12-01,24.0
948831,2016-07-01,,2017-01-01,2018-12-01,24.0
726684,2015-08-01,,2017-01-01,2018-12-01,24.0
590936,2013-10-01,,2017-01-01,2018-12-01,24.0
806348,2014-03-01,2018-05-01,2017-01-01,2018-12-01,24.0
480021,2016-04-01,2017-05-01,2017-01-01,2018-12-01,24.0
953341,2013-02-01,,2017-01-01,2018-12-01,24.0
682840,2015-12-01,,2017-01-01,2018-12-01,24.0
733434,2015-09-01,2016-02-01,2017-01-01,2018-12-01,24.0
446662,2018-11-01,,2017-01-01,2018-12-01,24.0
863809,2018-01-01,2018-09-01,2017-01-01,2018-12-01,24.0
190256,2012-06-01,,2017-01-01,2018-12-01,24.0
411272,2018-10-01,,2017-01-01,2018-12-01,24.0
749566,2018-04-01,,2018-02-01,2018-12-01,11.0
388624,2017-05-01,,2017-01-01,2018-12-01,24.0
712132,2015-07-01,2016-05-01,2017-01-01,2018-12-01,24.0
367511,2016-03-01,,2017-01-01,2018-12-01,24.0
771667,2014-04-01,,2017-01-01,2018-12-01,24.0
333595,2014-07-01,,2017-01-01,2018-12-01,24.0
891647,2015-12-01,,2017-01-01,2018-12-01,24.0
483623,2015-01-01,,2017-01-01,2018-12-01,24.0
313477,2013-07-01,,2017-01-01,2018-12-01,24.0
399666,2017-10-01,,2017-01-01,2018-12-01,24.0
813439,2014-03-01,,2017-01-01,2018-12-01,24.0
295533,2013-08-01,,2017-01-01,2018-12-01,24.0
829162,2014-01-01,,2017-01-01,2018-12-01,24.0
477598,2016-12-01,,2017-01-01,2018-12-01,24.0
123773,2012-11-01,,2017-01-01,2018-12-01,24.0
729542,2015-09-01,2016-05-01,2017-01-01,2018-12-01,24.0
352582,2018-04-01,,2018-02-01,2018-12-01,11.0
513778,2015-10-01,,2017-01-01,2018-12-01,24.0
324662,2014-05-01,,2017-01-01,2018-12-01,24.0
394248,2012-12-01,,2017-01-01,2018-12-01,24.0
640555,2012-10-01,,2017-01-01,2018-12-01,24.0
286370,2014-02-01,,2017-01-01,2018-12-01,24.0
902298,2014-11-01,,2017-01-01,2018-12-01,24.0
655480,2016-10-01,,2017-01-01,2018-12-01,24.0
975944,2013-04-01,,2017-01-01,2018-12-01,24.0
500115,2018-06-01,,2017-01-01,2018-12-01,24.0
724139,2014-12-01,,2017-01-01,2018-12-01,24.0
983713,2012-07-01,,2017-01-01,2018-12-01,24.0
918984,2016-05-01,,2017-01-01,2018-12-01,24.0
989478,2016-10-01,,2017-01-01,2018-12-01,24.0
372737,2018-04-01,,2018-02-01,2018-12-01,11.0
837327,2014-03-01,2016-10-01,2017-01-01,2018-12-01,24.0
861558,2014-10-01,,2017-01-01,2018-12-01,24.0
487901,2013-12-01,,2017-01-01,2018-12-01,24.0
579684,2015-10-01,2018-03-01,2017-01-01,2018-12-01,24.0
142545,2013-04-01,,2017-01-01,2018-12-01,24.0
141181,2015-11-01,,2017-01-01,2018-12-01,24.0
336127,2014-04-01,,2017-01-01,2018-12-01,24.0
796990,2017-07-01,,2017-01-01,2018-12-01,24.0
513125,2014-09-01,,2017-01-01,2018-12-01,24.0
907015,2018-05-01,,2017-01-01,2018-12-01,24.0
923336,2015-01-01,,2017-01-01,2018-12-01,24.0
915243,2017-06-01,2018-02-01,2017-01-01,2018-12-01,24.0
434657,2016-04-01,2018-03-01,2017-01-01,2018-12-01,24.0
142749,2012-12-01,,2017-01-01,2018-12-01,24.0
102168,2018-01-01,,2017-01-01,2018-12-01,24.0
242839,2012-07-01,,2017-01-01,2018-12-01,24.0
258408,2018-04-01,,2018-02-01,2018-12-01,11.0
775678,2018-11-01,,2017-01-01,2018-12-01,24.0
356561,2016-08-01,,2017-01-01,2018-12-01,24.0
245929,2015-02-01,,2017-01-01,2018-12-01,24.0
932249,2012-11-01,,2017-01-01,2018-12-01,24.0
264308,2015-02-01,,2017-01-01,2018-12-01,24.0
320414,2017-12-01,,2017-01-01,2018-12-01,24.0
395639,2015-07-01,,2017-01-01,2018-12-01,24.0
589745,2013-01-01,,2017-01-01,2018-12-01,24.0
986018,2014-01-01,2018-08-01,2017-01-01,2018-12-01,24.0
369658,2013-04-01,,2017-01-01,2018-12-01,24.0
262374,2016-07-01,,2017-01-01,2018-12-01,24.0
252782,2013-03-01,,2017-01-01,2018-12-01,24.0
482711,2015-10-01,,2017-01-01,2018-12-01,24.0
486112,2018-01-01,,2017-01-01,2018-12-01,24.0
685608,2016-11-01,,2017-01-01,2018-12-01,24.0
663072,2013-02-01,2014-10-01,2017-01-01,2018-12-01,24.0
743335,2018-09-01,,2017-01-01,2018-12-01,24.0
187710,2016-09-01,,2017-01-01,2018-12-01,24.0
546259,2017-03-01,,2017-01-01,2018-12-01,24.0
847724,2014-01-01,,2017-01-01,2018-12-01,24.0
326724,2013-03-01,,2017-01-01,2018-12-01,24.0
222425,2015-11-01,2016-07-01,2017-01-01,2018-12-01,24.0
594626,2014-12-01,2016-06-01,2017-01-01,2018-12-01,24.0
466862,2015-02-01,,2017-01-01,2018-12-01,24.0
194694,2014-02-01,,2017-01-01,2018-12-01,24.0
456436,2013-09-01,,2017-01-01,2018-12-01,24.0
698647,2013-03-01,,2017-01-01,2018-12-01,24.0
566640,2016-05-01,,2017-01-01,2018-12-01,24.0
453034,2013-05-01,,2017-01-01,2018-12-01,24.0
590647,2013-07-01,,2017-01-01,2018-12-01,24.0
684776,2014-11-01,,2017-01-01,2018-12-01,24.0
346090,2012-11-01,,2017-01-01,2018-12-01,24.0
508934,2013-09-01,,2017-01-01,2018-12-01,24.0
885888,2013-02-01,,2017-01-01,2018-12-01,24.0
332716,2017-05-01,,2017-01-01,2018-12-01,24.0
412995,2017-03-01,,2017-01-01,2018-12-01,24.0
478373,2014-11-01,,2017-01-01,2018-12-01,24.0
649487,2017-05-01,2018-01-01,2017-01-01,2018-12-01,24.0
250422,2012-08-01,,2017-01-01,2018-12-01,24.0
793801,2013-04-01,2014-04-01,2017-01-01,2018-12-01,24.0
872069,2017-10-01,2018-04-01,2017-01-01,2018-12-01,24.0
501217,2018-11-01,,2017-01-01,2018-12-01,24.0
875473,2018-01-01,,2017-01-01,2018-12-01,24.0
275933,2017-11-01,,2017-01-01,2018-12-01,24.0
312248,2012-09-01,,2017-01-01,2018-12-01,24.0
923041,2013-05-01,,2017-01-01,2018-12-01,24.0
592485,2012-09-01,,2017-01-01,2018-12-01,24.0
940256,2015-01-01,,2017-01-01,2018-12-01,24.0
185013,2015-02-01,,2017-01-01,2018-12-01,24.0
127827,2013-12-01,,2017-01-01,2018-12-01,24.0
566957,2015-02-01,,2017-01-01,2018-12-01,24.0
570920,2015-07-01,,2017-01-01,2018-12-01,24.0
693528,2017-12-01,,2017-01-01,2018-12-01,24.0
325830,2018-04-01,,2018-02-01,2018-12-01,11.0
117725,2013-07-01,2014-02-01,2017-01-01,2018-12-01,24.0
345931,2015-12-01,,2017-01-01,2018-12-01,24.0
637927,2018-09-01,,2017-01-01,2018-12-01,24.0
861191,2013-08-01,,2017-01-01,2018-12-01,24.0
548883,2014-12-01,2015-08-01,2017-01-01,2018-12-01,24.0
769891,2012-10-01,,2017-01-01,2018-12-01,24.0
926175,2013-10-01,,2017-01-01,2018-12-01,24.0
868830,2014-11-01,2017-12-01,2017-01-01,2018-12-01,24.0
951353,2018-03-01,,2018-02-01,2018-12-01,11.0
431020,2013-12-01,,2017-01-01,2018-12-01,24.0
444218,2018-11-01,,2017-01-01,2018-12-01,24.0
693913,2016-10-01,,2017-01-01,2018-12-01,24.0
895180,2015-11-01,2016-07-01,2017-01-01,2018-12-01,24.0
244721,2018-08-01,,2017-01-01,2018-12-01,24.0
208329,2012-09-01,,2017-01-01,2018-12-01,24.0
490562,2017-10-01,,2017-01-01,2018-12-01,24.0
859871,2017-12-01,,2017-01-01,2018-12-01,24.0
888131,2017-07-01,,2017-01-01,2018-12-01,24.0
452282,2014-01-01,,2017-01-01,2018-12-01,24.0
868926,2017-12-01,,2017-01-01,2018-12-01,24.0
484853,2013-11-01,,2017-01-01,2018-12-01,24.0
620674,2018-10-01,,2017-01-01,2018-12-01,24.0
501165,2018-09-01,,2017-01-01,2018-12-01,24.0
611464,2014-12-01,,2017-01-01,2018-12-01,24.0
599925,2017-07-01,2018-08-01,2017-01-01,2018-12-01,24.0
992524,2014-03-01,,2017-01-01,2018-12-01,24.0
212977,2018-05-01,,2017-01-01,2018-12-01,24.0
228673,2012-09-01,,2017-01-01,2018-12-01,24.0
413345,2013-04-01,,2017-01-01,2018-12-01,24.0
678603,2017-09-01,,2017-01-01,2018-12-01,24.0
659481,2017-08-01,,2017-01-01,2018-12-01,24.0
909800,2017-07-01,,2017-01-01,2018-12-01,24.0
173884,2018-07-01,,2017-01-01,2018-12-01,24.0
893661,2017-07-01,,2017-01-01,2018-12-01,24.0
539854,2016-09-01,2017-12-01,2017-01-01,2018-12-01,24.0
457695,2018-11-01,,2017-01-01,2018-12-01,24.0
583788,2018-10-01,,2017-01-01,2018-12-01,24.0
449858,2013-01-01,,2017-01-01,2018-12-01,24.0
595024,2012-08-01,,2017-01-01,2018-12-01,24.0
780266,2018-06-01,,2017-01-01,2018-12-01,24.0
530839,2016-06-01,,2017-01-01,2018-12-01,24.0
527582,2012-05-01,,2017-01-01,2018-12-01,24.0
645927,2017-09-01,,2017-01-01,2018-12-01,24.0
574745,2012-04-01,,2017-01-01,2018-12-01,24.0
185808,2015-05-01,,2017-01-01,2018-12-01,24.0
428526,2018-11-01,,2017-01-01,2018-12-01,24.0
284290,2017-01-01,,2017-01-01,2018-12-01,24.0
649104,2015-03-01,,2017-01-01,2018-12-01,24.0
400030,2013-03-01,,2017-01-01,2018-12-01,24.0
862543,2018-12-01,,2017-01-01,2018-12-01,24.0
259219,2017-11-01,,2017-01-01,2018-12-01,24.0
148322,2017-11-01,,2017-01-01,2018-12-01,24.0
164313,2016-11-01,,2017-01-01,2018-12-01,24.0
620084,2017-05-01,,2017-01-01,2018-12-01,24.0
931238,2018-12-01,,2017-01-01,2018-12-01,24.0
773012,2012-11-01,,2017-01-01,2018-12-01,24.0
312455,2015-12-01,,2017-01-01,2018-12-01,24.0
575573,2017-01-01,,2017-01-01,2018-12-01,24.0
855372,2015-07-01,,2017-01-01,2018-12-01,24.0
729161,2017-08-01,2018-12-01,2017-01-01,2018-12-01,24.0
943668,2018-04-01,,2018-02-01,2018-12-01,11.0
177146,2013-07-01,,2017-01-01,2018-12-01,24.0
596297,2017-11-01,,2017-01-01,2018-12-01,24.0
750280,2012-06-01,,2017-01-01,2018-12-01,24.0
967093,2013-07-01,,2017-01-01,2018-12-01,24.0
156750,2017-04-01,,2017-01-01,2018-12-01,24.0
425620,2018-08-01,,2017-01-01,2018-12-01,24.0
979548,2014-06-01,,2017-01-01,2018-12-01,24.0
424983,2015-01-01,,2017-01-01,2018-12-01,24.0
370517,2014-08-01,,2017-01-01,2018-12-01,24.0
779573,2013-02-01,,2017-01-01,2018-12-01,24.0
582493,2014-09-01,,2017-01-01,2018-12-01,24.0
632399,2017-04-01,,2017-01-01,2018-12-01,24.0
288164,2018-12-01,,2017-01-01,2018-12-01,24.0
144695,2015-05-01,2016-01-01,2017-01-01,2018-12-01,24.0
141043,2017-06-01,2018-02-01,2017-01-01,2018-12-01,24.0
323345,2014-12-01,,2017-01-01,2018-12-01,24.0
804534,2016-04-01,,2017-01-01,2018-12-01,24.0
866501,2018-05-01,,2017-01-01,2018-12-01,24.0
782503,2014-06-01,2014-07-01,2017-01-01,2018-12-01,24.0
284889,2016-01-01,,2017-01-01,2018-12-01,24.0
501189,2012-07-01,,2017-01-01,2018-12-01,24.0
144328,2013-02-01,,2017-01-01,2018-12-01,24.0
270183,2018-07-01,,2017-01-01,2018-12-01,24.0
653324,2018-06-01,,2017-01-01,2018-12-01,24.0
846717,2012-12-01,,2017-01-01,2018-12-01,24.0
594636,2018-05-01,,2017-01-01,2018-12-01,24.0
621731,2013-04-01,,2017-01-01,2018-12-01,24.0
901780,2016-07-01,,2017-01-01,2018-12-01,24.0
660395,2016-07-01,,2017-01-01,2018-12-01,24.0
319658,2017-08-01,,2017-01-01,2018-12-01,24.0
305572,2018-10-01,,2017-01-01,2018-12-01,24.0
853037,2012-06-01,,2017-01-01,2018-12-01,24.0
454145,2017-11-01,,2017-01-01,2018-12-01,24.0
138896,2013-03-01,,2017-01-01,2018-12-01,24.0
163598,2014-09-01,,2017-01-01,2018-12-01,24.0
101356,2012-11-01,,2017-01-01,2018-12-01,24.0
390435,2017-05-01,,2017-01-01,2018-12-01,24.0
836622,2017-03-01,,2017-01-01,2018-12-01,24.0
463230,2014-11-01,,2017-01-01,2018-12-01,24.0
967693,2013-11-01,2017-08-01,2017-01-01,2018-12-01,24.0
820370,2017-04-01,,2017-01-01,2018-12-01,24.0
419953,2015-06-01,,2017-01-01,2018-12-01,24.0
790734,2015-07-01,,2017-01-01,2018-12-01,24.0
797432,2018-02-01,,2018-02-01,2018-12-01,11.0
748586,2017-12-01,2018-08-01,2017-01-01,2018-12-01,24.0
694757,2014-09-01,,2017-01-01,2018-12-01,24.0
741422,2013-01-01,,2017-01-01,2018-12-01,24.0
149782,2013-05-01,,2017-01-01,2018-12-01,24.0
525579,2016-02-01,,2017-01-01,2018-12-01,24.0
855400,2015-04-01,,2017-01-01,2018-12-01,24.0
584537,2013-02-01,,2017-01-01,2018-12-01,24.0
447401,2017-05-01,,2017-01-01,2018-12-01,24.0
366727,2016-04-01,2017-04-01,2017-01-01,2018-12-01,24.0
325901,2018-07-01,,2017-01-01,2018-12-01,24.0
621832,2014-03-01,,2017-01-01,2018-12-01,24.0
774226,2017-05-01,,2017-01-01,2018-12-01,24.0
743320,2015-12-01,2016-09-01,2017-01-01,2018-12-01,24.0
122797,2018-04-01,,2018-02-01,2018-12-01,11.0
134827,2014-07-01,2015-03-01,2017-01-01,2018-12-01,24.0
155763,2018-12-01,,2017-01-01,2018-12-01,24.0
274083,2016-05-01,,2017-01-01,2018-12-01,24.0
694021,2018-03-01,2018-11-01,2018-02-01,2018-12-01,11.0
414727,2014-02-01,,2017-01-01,2018-12-01,24.0
973860,2013-01-01,,2017-01-01,2018-12-01,24.0
545378,2017-03-01,,2017-01-01,2018-12-01,24.0
180207,2012-06-01,,2017-01-01,2018-12-01,24.0
911089,2014-09-01,,2017-01-01,2018-12-01,24.0
814698,2017-12-01,,2017-01-01,2018-12-01,24.0
369603,2013-09-01,,2017-01-01,2018-12-01,24.0
747509,2017-11-01,,2017-01-01,2018-12-01,24.0
268842,2015-02-01,,2017-01-01,2018-12-01,24.0
310534,2013-08-01,,2017-01-01,2018-12-01,24.0
743734,2013-11-01,,2017-01-01,2018-12-01,24.0
877730,2012-11-01,,2017-01-01,2018-12-01,24.0
519933,2014-06-01,,2017-01-01,2018-12-01,24.0
955138,2015-06-01,2016-02-01,2017-01-01,2018-12-01,24.0
557932,2017-06-01,,2017-01-01,2018-12-01,24.0
329730,2017-11-01,,2017-01-01,2018-12-01,24.0
147986,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
944491,2015-02-01,2017-08-01,2017-01-01,2018-12-01,24.0
410209,2016-05-01,,2017-01-01,2018-12-01,24.0
622334,2016-07-01,,2017-01-01,2018-12-01,24.0
422276,2013-06-01,,2017-01-01,2018-12-01,24.0
548244,2013-06-01,,2017-01-01,2018-12-01,24.0
283122,2014-01-01,,2017-01-01,2018-12-01,24.0
970401,2013-10-01,2014-10-01,2017-01-01,2018-12-01,24.0
714536,2014-04-01,,2017-01-01,2018-12-01,24.0
720197,2013-10-01,,2017-01-01,2018-12-01,24.0
863490,2018-12-01,,2017-01-01,2018-12-01,24.0
662665,2013-08-01,,2017-01-01,2018-12-01,24.0
889796,2013-02-01,,2017-01-01,2018-12-01,24.0
965590,2015-10-01,,2017-01-01,2018-12-01,24.0
975466,2018-10-01,,2017-01-01,2018-12-01,24.0
498989,2015-03-01,,2017-01-01,2018-12-01,24.0
177457,2012-07-01,,2017-01-01,2018-12-01,24.0
645688,2012-07-01,,2017-01-01,2018-12-01,24.0
583175,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
771753,2018-12-01,,2017-01-01,2018-12-01,24.0
960082,2016-08-01,,2017-01-01,2018-12-01,24.0
417118,2015-07-01,,2017-01-01,2018-12-01,24.0
359138,2018-12-01,,2017-01-01,2018-12-01,24.0
306203,2014-11-01,2015-12-01,2017-01-01,2018-12-01,24.0
314147,2014-12-01,,2017-01-01,2018-12-01,24.0
279967,2016-08-01,,2017-01-01,2018-12-01,24.0
217497,2015-11-01,2016-07-01,2017-01-01,2018-12-01,24.0
450995,2018-03-01,,2018-02-01,2018-12-01,11.0
379038,2018-07-01,,2017-01-01,2018-12-01,24.0
840481,2016-06-01,,2017-01-01,2018-12-01,24.0
412743,2018-05-01,,2017-01-01,2018-12-01,24.0
806815,2016-10-01,,2017-01-01,2018-12-01,24.0
894724,2018-06-01,,2017-01-01,2018-12-01,24.0
764703,2017-07-01,,2017-01-01,2018-12-01,24.0
794602,2015-05-01,,2017-01-01,2018-12-01,24.0
275298,2014-05-01,,2017-01-01,2018-12-01,24.0
337260,2015-06-01,,2017-01-01,2018-12-01,24.0
938873,2015-09-01,,2017-01-01,2018-12-01,24.0
986792,2018-04-01,,2018-02-01,2018-12-01,11.0
770591,2012-12-01,,2017-01-01,2018-12-01,24.0
201891,2014-08-01,2018-04-01,2017-01-01,2018-12-01,24.0
301155,2015-06-01,,2017-01-01,2018-12-01,24.0
287591,2015-08-01,,2017-01-01,2018-12-01,24.0
668136,2017-08-01,,2017-01-01,2018-12-01,24.0
881001,2017-01-01,,2017-01-01,2018-12-01,24.0
803844,2015-01-01,,2017-01-01,2018-12-01,24.0
606344,2017-01-01,2017-09-01,2017-01-01,2018-12-01,24.0
714944,2016-08-01,,2017-01-01,2018-12-01,24.0
936603,2018-09-01,,2017-01-01,2018-12-01,24.0
663343,2012-09-01,,2017-01-01,2018-12-01,24.0
255183,2015-01-01,2015-09-01,2017-01-01,2018-12-01,24.0
315225,2015-12-01,,2017-01-01,2018-12-01,24.0
166535,2013-01-01,,2017-01-01,2018-12-01,24.0
757885,2014-07-01,,2017-01-01,2018-12-01,24.0
401943,2012-10-01,,2017-01-01,2018-12-01,24.0
536517,2012-12-01,,2017-01-01,2018-12-01,24.0
942403,2018-06-01,,2017-01-01,2018-12-01,24.0
538507,2017-02-01,,2017-01-01,2018-12-01,24.0
405201,2016-12-01,,2017-01-01,2018-12-01,24.0
312312,2016-09-01,,2017-01-01,2018-12-01,24.0
867624,2014-08-01,,2017-01-01,2018-12-01,24.0
603539,2015-01-01,,2017-01-01,2018-12-01,24.0
117351,2012-10-01,,2017-01-01,2018-12-01,24.0
856942,2015-09-01,,2017-01-01,2018-12-01,24.0
202271,2014-12-01,2015-08-01,2017-01-01,2018-12-01,24.0
408838,2014-11-01,,2017-01-01,2018-12-01,24.0
901520,2013-09-01,,2017-01-01,2018-12-01,24.0
264491,2013-06-01,,2017-01-01,2018-12-01,24.0
609296,2015-01-01,,2017-01-01,2018-12-01,24.0
654389,2018-03-01,,2018-02-01,2018-12-01,11.0
167933,2015-08-01,,2017-01-01,2018-12-01,24.0
439251,2013-08-01,,2017-01-01,2018-12-01,24.0
552669,2013-09-01,,2017-01-01,2018-12-01,24.0
252679,2017-11-01,,2017-01-01,2018-12-01,24.0
542893,2014-09-01,,2017-01-01,2018-12-01,24.0
823436,2016-11-01,2017-07-01,2017-01-01,2018-12-01,24.0
754517,2015-10-01,,2017-01-01,2018-12-01,24.0
553943,2012-09-01,,2017-01-01,2018-12-01,24.0
462616,2017-12-01,,2017-01-01,2018-12-01,24.0
157566,2018-06-01,,2017-01-01,2018-12-01,24.0
656360,2012-09-01,,2017-01-01,2018-12-01,24.0
566550,2018-08-01,,2017-01-01,2018-12-01,24.0
996488,2012-06-01,,2017-01-01,2018-12-01,24.0
558543,2017-09-01,,2017-01-01,2018-12-01,24.0
221075,2015-01-01,,2017-01-01,2018-12-01,24.0
646178,2016-04-01,,2017-01-01,2018-12-01,24.0
171419,2016-09-01,,2017-01-01,2018-12-01,24.0
769166,2015-10-01,2016-06-01,2017-01-01,2018-12-01,24.0
513661,2012-05-01,,2017-01-01,2018-12-01,24.0
535852,2013-03-01,,2017-01-01,2018-12-01,24.0
663573,2018-03-01,,2018-02-01,2018-12-01,11.0
975181,2017-11-01,,2017-01-01,2018-12-01,24.0
585386,2016-11-01,,2017-01-01,2018-12-01,24.0
956144,2014-04-01,,2017-01-01,2018-12-01,24.0
480074,2018-05-01,,2017-01-01,2018-12-01,24.0
818077,2016-09-01,,2017-01-01,2018-12-01,24.0
700497,2018-01-01,,2017-01-01,2018-12-01,24.0
913721,2014-07-01,,2017-01-01,2018-12-01,24.0
534009,2016-03-01,,2017-01-01,2018-12-01,24.0
967628,2016-04-01,,2017-01-01,2018-12-01,24.0
541000,2014-06-01,,2017-01-01,2018-12-01,24.0
871380,2018-04-01,,2018-02-01,2018-12-01,11.0
101515,2014-01-01,,2017-01-01,2018-12-01,24.0
253082,2015-03-01,2015-11-01,2017-01-01,2018-12-01,24.0
200309,2012-08-01,,2017-01-01,2018-12-01,24.0
555024,2016-06-01,2017-02-01,2017-01-01,2018-12-01,24.0
105073,2018-03-01,,2018-02-01,2018-12-01,11.0
504860,2016-08-01,,2017-01-01,2018-12-01,24.0
253689,2013-12-01,,2017-01-01,2018-12-01,24.0
345244,2014-08-01,,2017-01-01,2018-12-01,24.0
763621,2017-07-01,2018-03-01,2017-01-01,2018-12-01,24.0
804368,2017-07-01,,2017-01-01,2018-12-01,24.0
708982,2015-10-01,,2017-01-01,2018-12-01,24.0
729205,2016-08-01,,2017-01-01,2018-12-01,24.0
121919,2017-10-01,,2017-01-01,2018-12-01,24.0
884708,2015-09-01,,2017-01-01,2018-12-01,24.0
737451,2012-11-01,,2017-01-01,2018-12-01,24.0
666572,2017-08-01,,2017-01-01,2018-12-01,24.0
430500,2015-07-01,,2017-01-01,2018-12-01,24.0
463263,2014-01-01,,2017-01-01,2018-12-01,24.0
443199,2016-05-01,,2017-01-01,2018-12-01,24.0
604943,2013-07-01,,2017-01-01,2018-12-01,24.0
327866,2017-05-01,,2017-01-01,2018-12-01,24.0
617447,2014-03-01,,2017-01-01,2018-12-01,24.0
427163,2014-10-01,,2017-01-01,2018-12-01,24.0
920171,2018-06-01,,2017-01-01,2018-12-01,24.0
909543,2013-08-01,,2017-01-01,2018-12-01,24.0
122890,2015-02-01,,2017-01-01,2018-12-01,24.0
697029,2012-11-01,,2017-01-01,2018-12-01,24.0
884062,2016-10-01,,2017-01-01,2018-12-01,24.0
400392,2016-05-01,,2017-01-01,2018-12-01,24.0
912588,2013-04-01,,2017-01-01,2018-12-01,24.0
593039,2017-12-01,,2017-01-01,2018-12-01,24.0
911852,2017-06-01,2018-02-01,2017-01-01,2018-12-01,24.0
107487,2017-04-01,,2017-01-01,2018-12-01,24.0
192009,2013-09-01,,2017-01-01,2018-12-01,24.0
717407,2012-12-01,,2017-01-01,2018-12-01,24.0
640116,2015-09-01,,2017-01-01,2018-12-01,24.0
849813,2017-05-01,,2017-01-01,2018-12-01,24.0
282723,2016-04-01,,2017-01-01,2018-12-01,24.0
122020,2015-09-01,,2017-01-01,2018-12-01,24.0
143266,2018-09-01,,2017-01-01,2018-12-01,24.0
163776,2012-05-01,,2017-01-01,2018-12-01,24.0
892556,2014-03-01,2015-06-01,2017-01-01,2018-12-01,24.0
170655,2018-04-01,,2018-02-01,2018-12-01,11.0
481660,2018-02-01,,2018-02-01,2018-12-01,11.0
546171,2014-07-01,2015-03-01,2017-01-01,2018-12-01,24.0
844479,2013-05-01,,2017-01-01,2018-12-01,24.0
148612,2018-12-01,,2017-01-01,2018-12-01,24.0
235506,2017-09-01,,2017-01-01,2018-12-01,24.0
670939,2018-03-01,,2018-02-01,2018-12-01,11.0
700011,2012-06-01,,2017-01-01,2018-12-01,24.0
780236,2012-07-01,,2017-01-01,2018-12-01,24.0
922614,2018-02-01,,2018-02-01,2018-12-01,11.0
990955,2017-01-01,,2017-01-01,2018-12-01,24.0
743256,2013-03-01,,2017-01-01,2018-12-01,24.0
931828,2015-03-01,2016-09-01,2017-01-01,2018-12-01,24.0
408493,2017-07-01,,2017-01-01,2018-12-01,24.0
415148,2014-11-01,,2017-01-01,2018-12-01,24.0
397848,2016-04-01,2016-12-01,2017-01-01,2018-12-01,24.0
154855,2017-12-01,,2017-01-01,2018-12-01,24.0
890437,2013-05-01,,2017-01-01,2018-12-01,24.0
766909,2013-01-01,2013-08-01,2017-01-01,2018-12-01,24.0
322435,2015-12-01,2016-08-01,2017-01-01,2018-12-01,24.0
438511,2018-09-01,,2017-01-01,2018-12-01,24.0
365413,2017-09-01,,2017-01-01,2018-12-01,24.0
423978,2013-03-01,,2017-01-01,2018-12-01,24.0
628081,2013-05-01,,2017-01-01,2018-12-01,24.0
